Slot;LoadPort;DischPort;ContId;Overstow;OverstowPOD;PotentialRestow;PotentialRestowPOD;PotentialRestowImpact;NonReeferAtReefer
071774;CNSHA;DEHAM;CMAU1558223;;;;;;X
100072;CNNGB;SGSIN;OOCU7682984;;;;;;X
100074;CNNGB;SGSIN;FFAU1589069;;;;;;X
100076;CNNGB;SGSIN;OOCU7214108;;;;;;X
100172;CNNGB;SGSIN;BSIU9525110;;;;;;X
100174;CNNGB;SGSIN;CSLU6346190;;;;;;X
100176;CNNGB;SGSIN;BMOU5125764;;;;;;X
100372;CNNGB;SGSIN;TLLU8963620;;;;;;X
100374;CNNGB;SGSIN;TCLU5540524;;;;;;X
100376;CNNGB;SGSIN;TCLU1775747;;;;;;X
100572;CNNGB;SGSIN;OOCU8426415;;;;;;X
100574;CNNGB;SGSIN;SEKU5582551;;;;;;X
100576;CNNGB;SGSIN;DFSU6848055;;;;;;X
100772;CNNGB;SGSIN;UETU6215040;;;;;;X
100774;CNNGB;SGSIN;OOCU8282072;;;;;;X
100776;CNNGB;SGSIN;CSNU6965633;;;;;;X
150272;CNNGB;NLRTM;SLZU2575848;;;;;;X
150274;CNNGB;NLRTM;DHDU2191775;;;;;;X
150276;CNNGB;DEHAM;TEMU3312121;;;;;;X
150472;CNNGB;NLRTM;EURU1845424;;;;;;X
150474;CNNGB;NLRTM;DHDU2357336;;;;;;X
150476;CNNGB;DEHAM;BEAU2480159;;;;;;X
150572;CNSHA;PLGDN;TEMU1005846;;;;;;X
150574;CNSHA;PLGDN;TCLU3815221;;;;;;X
150576;CNSHA;PLGDN;CMAU1020541;;;;;;X
150672;CNNGB;NLRTM;SLZU2568957;;;;;;X
150674;CNNGB;NLRTM;CMAU3088659;;;;;;X
150676;CNNGB;DEHAM;UNDU1077540;;;;;;X
150772;CNNGB;PLGDN;XINU1282255;;;;;;X
150774;CNNGB;PLGDN;FCIU3013399;;;;;;X
150776;CNNGB;PLGDN;BEAU2190484;;;;;;X
150872;CNNGB;NLRTM;EURU1743654;;;;;;X
150874;CNNGB;NLRTM;TLLU2352096;;;;;;X
150876;CNNGB;MAPTM;TGHU1391653;;;;;;X
180972;CNNGB;FRLEH;TEMU8304561;;;;;;X
180974;CNNGB;FRLEH;DRYU9807233;;;;;;X
180976;CNNGB;FRLEH;EMCU8612118;;;;;;X
181172;CNNGB;FRLEH;FCIU9936650;;;;;;X
181174;CNNGB;FRLEH;TXGU5617040;;;;;;X
181176;CNNGB;FRLEH;TGBU6960853;;;;;;X
181372;CNNGB;FRLEH;TGHU6849667;;;;;;X
181374;CNNGB;FRLEH;EMCU8667131;;;;;;X
181376;CNNGB;FRLEH;TCLU8952525;;;;;;X
181472;CNNGB;FRLEH;TRHU5302893;;;;;;X
181474;CNNGB;FRLEH;TIIU5747349;;;;;;X
181476;CNNGB;FRLEH;MAGU5371246;;;;;;X
181572;CNNGB;FRLEH;TCLU6335139;;;;;;X
181574;CNNGB;FRLEH;TLLU4134513;;;;;;X
181576;CNNGB;FRLEH;EGHU8257913;;;;;;X
181672;CNNGB;FRLEH;EISU8477140;;;;;;X
181674;CNNGB;FRLEH;TGBU8780233;;;;;;X
181676;CNNGB;FRLEH;SEKU4351120;;;;;;X
181772;CNNGB;FRLEH;EITU9250914;;;;;;X
181774;CNNGB;FRLEH;GAOU6370934;;;;;;X
181872;CNNGB;FRLEH;OOCU6871047;;;;;;X
181874;CNNGB;FRLEH;TGBU9974655;;;;;;X
191072;CNNGB;NLRTM;EMCU6342749;;;;;;X
191074;CNNGB;NLRTM;TRHU3391715;;;;;;X
191272;CNNGB;NLRTM;FCIU5426642;;;;;;X
220672;CNSHA;DEHAM;UETU5116696;;;;;;X
220674;CNNGB;DEHAM;CMAU6853427;;;;;;X
220676;CNNGB;DEHAM;TIIU4942269;;;;;;X
220872;CNSHA;DEHAM;BEAU6120464;;;;;;X
220874;CNSHA;DEHAM;GAOU6253516;;;;;;X
220876;CNSHA;DEHAM;OPDU4103805;;;;;;X
220972;CNSHA;DEHAM;ECMU4767003;;;;;;X
220974;CNSHA;DEHAM;TCKU6230085;;;;;;X
220976;CNSHA;DEHAM;CSNU8423170;;;;;;X
221072;CNSHA;DEHAM;BEAU4030989;;;;;;X
221074;CNSHA;DEHAM;UETU7130219;;;;;;X
221076;CNSHA;DEHAM;CSNU6136490;;;;;;X
221084;CNSHA;FRLEH;FFAU1592993;X;DEHAM;;;;
221172;CNSHA;DEHAM;ECMU4767657;;;;;;X
221174;CNSHA;DEHAM;SEKU5619901;;;;;;X
221176;CNSHA;DEHAM;CMAU9762758;;;;;;X
221272;CNSHA;DEHAM;CAIU8578830;;;;;;X
221274;CNSHA;DEHAM;UETU7129310;;;;;;X
221276;CNSHA;DEHAM;OOLU9995557;;;;;;X
221284;CNSHA;FRLEH;GAOU6668298;X;DEHAM;;;;
221372;CNSHA;DEHAM;CAAU6043689;;;;;;X
221374;CNSHA;DEHAM;ECMU4767868;;;;;;X
221376;CNSHA;DEHAM;TLLU4462071;;;;;;X
221472;CNSHA;DEHAM;APHU7388430;;;;;;X
221474;CNSHA;DEHAM;UETU7129305;;;;;;X
221476;CNSHA;DEHAM;BMOU4340269;;;;;;X
221572;CNSHA;DEHAM;ECMU4768057;;;;;;X
221574;CNSHA;DEHAM;ECMU4767913;;;;;;X
221576;CNSHA;DEHAM;TRHU6431004;;;;;;X
221672;CNSHA;DEHAM;APHU7351050;;;;;;X
221674;CNSHA;DEHAM;UETU7126820;;;;;;X
221676;CNSHA;DEHAM;APHU7309003;;;;;;X
221684;CNSHA;FRLEH;OOCU6818042;X;DEHAM;;;;
221772;CNSHA;DEHAM;ECMU4775652;;;;;;X
221774;CNSHA;DEHAM;CMAU3682547;;;;;;X
221872;CNSHA;DEHAM;UETU7130040;;;;;;X
221874;CNSHA;DEHAM;TRHU5130515;;;;;;X
221884;CNSHA;FRLEH;TCKU6191820;X;DEHAM;;;;
260272;CNSHA;SGSIN;CAAU6059303;;;;;;X
260274;CNSHA;SGSIN;CMAU9612450;;;;;;X
260276;CNSHA;SGSIN;CMAU5705066;;;;;;X
260472;CNSHA;SGSIN;CSNU6446880;;;;;;X
260474;CNSHA;SGSIN;SEGU4881110;;;;;;X
260476;CNSHA;SGSIN;TCKU6661009;;;;;;X
260482;CNSHA;DEHAM;ECMU8160213;X;SGSIN;;;;
260672;CNSHA;SGSIN;FSCU8726920;;;;;;X
260674;CNSHA;SGSIN;TRHU5748648;;;;;;X
260676;CNSHA;SGSIN;TRHU8913710;;;;;;X
260872;CNSHA;SGSIN;CSNU8461101;;;;;;X
260874;CNSHA;SGSIN;CMAU6771674;;;;;;X
260876;CNSHA;SGSIN;TCLU1778010;;;;;;X
260972;CNNGB;FRLEH;CSLU6231020;;;;;;X
260974;CNNGB;FRLEH;TCNU8963466;;;;;;X
260976;CNNGB;FRLEH;BEAU4074971;;;;;;X
261172;CNNGB;FRLEH;TGBU7880053;;;;;;X
261174;CNNGB;FRLEH;SEGU4107697;;;;;;X
261176;CNNGB;FRLEH;EISU8510124;;;;;;X
261372;CNNGB;FRLEH;TCLU4326950;;;;;;X
261374;CNNGB;FRLEH;BSIU9486159;;;;;;X
261376;CNNGB;FRLEH;CAIU9357623;;;;;;X
261572;CNNGB;FRLEH;DFSU6900549;;;;;;X
261574;CNNGB;FRLEH;TEMU6010681;;;;;;X
261576;CNNGB;FRLEH;EGSU9323783;;;;;;X
261772;CNNGB;FRLEH;CCLU7719148;;;;;;X
261774;CNNGB;FRLEH;FSCU5928228;;;;;;X
260620;CNSHA;DEHAM;ECMU6618077;X;SGSIN;X;SGSIN;74;
271072;CNNGB;NLRTM;EXFU0526989;;;;;;X
271074;CNNGB;NLRTM;TCLU9049099;;;;;;X
271076;CNNGB;SGSIN;CMAU0034670;;;;;;X
271272;CNNGB;NLRTM;BGBU5097993;;;;;;X
271274;CNNGB;NLRTM;EURU1948680;;;;;;X
271276;CNNGB;NLRTM;KBRU2451050;;;;;;X
271472;CNNGB;FRLEH;FCIU4820414;;;;;;X
271474;CNNGB;FRLEH;EISU2162660;;;;;;X
271476;CNNGB;FRLEH;EMCU6391770;;;;;;X
271672;CNNGB;FRLEH;UETU2174451;;;;;;X
271674;CNNGB;FRLEH;TCKU3159018;;;;;;X
271676;CNNGB;FRLEH;EGHU3284006;;;;;;X
271872;CNNGB;FRLEH;OOLU1655381;;;;;;X
271874;CNNGB;FRLEH;TEMU5779537;;;;;;X
300272;CNSHA;NLRTM;MAGU5233294;;;;;;X
300274;CNSHA;NLRTM;BEAU5616017;;;;;;X
300276;CNSHA;NLRTM;TRHU4303452;;;;;;X
300872;CNSHA;NLRTM;UETU6855089;;;;;;X
300874;CNSHA;NLRTM;CSNU7411600;;;;;;X
300876;CNSHA;NLRTM;TCLU8689276;;;;;;X
300972;CNSHA;FRLEH;CSNU6981280;;;;;;X
300974;CNSHA;FRLEH;FFAU2713718;;;;;;X
300976;CNSHA;FRLEH;TLLU8847929;;;;;;X
301072;CNSHA;FRLEH;TGHU6731822;;;;;;X
301074;CNSHA;FRLEH;CSNU8283972;;;;;;X
301076;CNSHA;FRLEH;EITU9424019;;;;;;X
301172;CNSHA;FRLEH;FFAU1782822;;;;;;X
301174;CNSHA;FRLEH;CMAU8444813;;;;;;X
301176;CNSHA;FRLEH;OOCU8327475;;;;;;X
301272;CNSHA;FRLEH;CSNU6689540;;;;;;X
301274;CNSHA;FRLEH;TGCU5156398;;;;;;X
301276;CNSHA;FRLEH;TGBU6633320;;;;;;X
301372;CNSHA;FRLEH;CMAU9673460;;;;;;X
301374;CNSHA;FRLEH;TEMU6077279;;;;;;X
301376;CNSHA;FRLEH;FCIU8130736;;;;;;X
301472;CNSHA;FRLEH;CMAU5345231;;;;;;X
301474;CNSHA;FRLEH;TCNU5914600;;;;;;X
301476;CNSHA;FRLEH;TGBU6310987;;;;;;X
301572;CNSHA;FRLEH;GESU6091830;;;;;;X
301574;CNSHA;FRLEH;TGBU6302683;;;;;;X
301576;CNSHA;FRLEH;TXGU5750644;;;;;;X
301672;CNSHA;FRLEH;BEAU4003263;;;;;;X
301674;CNSHA;FRLEH;EMCU9970646;;;;;;X
301676;CNSHA;FRLEH;CAIU9783383;;;;;;X
301772;CNSHA;FRLEH;OOCU7013232;;;;;;X
301774;CNSHA;FRLEH;EGHU8215245;;;;;;X
301872;CNSHA;FRLEH;TRHU5749520;;;;;;X
301874;CNSHA;FRLEH;FSCU8646526;;;;;;X
310072;CNNGB;MAPTM;CMAU2114542;;;;;;X
310074;CNNGB;MAPTM;TRHU2393014;;;;;;X
310076;CNNGB;MAPTM;TEMU0900775;;;;;;X
310172;CNNGB;MAPTM;MAGU2310669;X;PLGDN;;;;X
310174;CNNGB;MAPTM;CMAU0023145;X;PLGDN;;;;X
310372;CNNGB;MAPTM;CMAU2142101;X;PLGDN;;;;X
310374;CNNGB;MAPTM;TRHU2932522;X;PLGDN;;;;X
310376;CNNGB;MAPTM;TEMU0013908;X;PLGDN;;;;X
310472;CNSHA;NLRTM;SWTU2251969;;;;;;X
310474;CNSHA;NLRTM;UTCU4850348;;;;;;X
310476;CNSHA;NLRTM;UETU2629545;;;;;;X
310672;CNSHA;NLRTM;UTCU4715733;;;;;;X
310674;CNSHA;NLRTM;UTCU4595999;;;;;;X
310676;CNSHA;NLRTM;CMAU0395970;;;;;;X
340076;CNNGB;MAPTM;TXGU7510030;;;;;;X
340080;CNNGB;NLRTM;FFAU2966275;X;MAPTM;;;;
340082;CNNGB;NLRTM;APHU7264948;X;MAPTM;;;;
340174;CNNGB;MAPTM;CMAU4399296;;;;;;X
340176;CNNGB;MAPTM;FDCU0013142;;;;;;X
340180;CNNGB;NLRTM;SEKU5678463;X;MAPTM;;;;
340182;CNNGB;NLRTM;SEKU6354453;X;MAPTM;;;;
340272;CNNGB;MAPTM;CAAU7096662;;;;;;X
340274;CNNGB;MAPTM;CMAU4368675;;;;;;X
340276;CNNGB;MAPTM;TCNU3033512;;;;;;X
340282;CNNGB;NLRTM;SEKU5920448;X;MAPTM;;;;
340374;CNNGB;MAPTM;CMAU9682924;;;;;;X
340376;CNNGB;MAPTM;CMAU8775468;;;;;;X
340380;CNNGB;NLRTM;SEGU5722258;X;MAPTM;;;;
340382;CNNGB;NLRTM;TCNU7216492;X;MAPTM;;;;
340472;CNNGB;NLRTM;OPDU4109850;X;MAPTM;;;;X
340474;CNNGB;NLRTM;SEGU7909633;X;MAPTM;;;;X
340476;CNNGB;NLRTM;GESU4934670;X;MAPTM;;;;X
340478;CNNGB;NLRTM;OPDU4311666;X;MAPTM;;;;
340480;CNNGB;NLRTM;GCXU5451740;X;MAPTM;;;;
340482;CNNGB;NLRTM;CMAU8563026;X;MAPTM;;;;
340574;CNNGB;MAPTM;APHU6518544;;;;;;X
340576;CNNGB;MAPTM;APHU7272964;;;;;;X
340580;CNNGB;NLRTM;TEMU7613294;X;MAPTM;;;;
340582;CNNGB;NLRTM;CAIU9486317;X;MAPTM;;;;
340672;CNNGB;NLRTM;CSLU6037930;X;MAPTM;;;;X
340674;CNNGB;NLRTM;TIIU4937853;X;MAPTM;;;;X
340676;CNNGB;NLRTM;CMAU4677118;X;MAPTM;;;;X
340678;CNNGB;NLRTM;BEAU4143080;X;MAPTM;;;;
340680;CNNGB;NLRTM;TLLU7846050;X;MAPTM;;;;
340682;CNNGB;NLRTM;CMAU7903733;X;MAPTM;;;;
340774;CNNGB;MAPTM;CMAU6405844;;;;;;X
340776;CNNGB;MAPTM;CMAU3435660;;;;;;X
340780;CNNGB;NLRTM;TCLU8618539;X;MAPTM;;;;
340782;CNNGB;NLRTM;ECMU4724613;X;MAPTM;;;;
340872;CNNGB;NLRTM;SEGU7916376;X;MAPTM;;;;X
340874;CNNGB;NLRTM;CMAU4598575;X;MAPTM;;;;X
340876;CNNGB;NLRTM;OPDU4105710;X;MAPTM;;;;X
340878;CNNGB;NLRTM;SEGU5728889;X;MAPTM;;;;
340880;CNNGB;NLRTM;SEKU5873686;X;MAPTM;;;;
340882;CNNGB;NLRTM;TCLU4901181;X;MAPTM;;;;
340976;CNSHA;DEHAM;TCNU1196362;;;;;;X
341072;CNSHA;DEHAM;EGHU8310540;;;;;;X
341074;CNSHA;DEHAM;TRHU8096950;;;;;;X
341076;CNSHA;DEHAM;MAGU5465730;;;;;;X
341272;CNSHA;DEHAM;FCIU9473133;;;;;;X
341274;CNSHA;DEHAM;SEGU4144622;;;;;;X
341276;CNSHA;DEHAM;TCNU3937356;;;;;;X
380272;CNSHA;MAPTM;CMAU7266949;;;;;;X
380274;CNNGB;MAPTM;TLLU8007667;;;;;;X
380276;CNNGB;MAPTM;TCNU8081730;;;;;;X
380472;CNSHA;MAPTM;TLLU7756531;;;;;;X
380474;CNNGB;MAPTM;APHU7180148;;;;;;X
380476;CNSHA;MAPTM;SEGU4905510;;;;;;X
380672;CNNGB;MAPTM;TLLU4520624;;;;;;X
380674;CNSHA;MAPTM;CMAU9676834;;;;;;X
380676;CNSHA;MAPTM;CMAU9824850;;;;;;X
380872;CNSHA;MAPTM;CMAU9115366;;;;;;X
380874;CNNGB;MAPTM;TCNU6079815;;;;;;X
380876;CNNGB;MAPTM;BEAU5646095;;;;;;X
381072;CNNGB;FRLEH;TLLU4638725;;;;;;X
381074;CNNGB;FRLEH;EGHU9130672;;;;;;X
381076;CNNGB;FRLEH;FCIU9263559;;;;;;X
381272;CNNGB;FRLEH;CAAU5994364;;;;;;X
381274;CNNGB;FRLEH;EGSU9408387;;;;;;X
381276;CNNGB;FRLEH;CSNU8051787;;;;;;X
381376;CNNGB;FRLEH;SEGU5730187;;;;;;X
381472;CNNGB;FRLEH;CSFU9680729;;;;;;X
381474;CNNGB;FRLEH;OPDU4104735;;;;;;X
381476;CNNGB;FRLEH;EGSU9185920;;;;;;X
381576;CNNGB;FRLEH;GAOU6402970;;;;;;X
381672;CNNGB;FRLEH;TCNU7305218;;;;;;X
381674;CNNGB;FRLEH;TLLU5370262;;;;;;X
381676;CNNGB;FRLEH;CMAU7666040;;;;;;X
381872;CNNGB;FRLEH;SEGU5730269;;;;;;X
381874;CNNGB;FRLEH;CRXU0916650;;;;;;X
420072;CNSHA;NLRTM;GLDU9942421;;;;;;X
420074;CNSHA;NLRTM;CMAU4832554;;;;;;X
420076;CNSHA;NLRTM;CSNU7251306;;;;;;X
420172;CNSHA;NLRTM;SEKU5817804;;;;;;X
420174;CNSHA;NLRTM;TGBU4062011;;;;;;X
420176;CNSHA;NLRTM;FCIU9533952;;;;;;X
420272;CNSHA;PLGDN;TGHU6333201;;;;;;X
420274;CNSHA;PLGDN;CMAU4585618;;;;;;X
420276;CNSHA;PLGDN;CMAU9717358;;;;;;X
420372;CNSHA;NLRTM;CMAU3411735;;;;;;X
420374;CNSHA;NLRTM;OOCU9002242;;;;;;X
420376;CNSHA;NLRTM;SEKU5742325;;;;;;X
420472;CNSHA;PLGDN;BEAU4117646;;;;;;X
420474;CNSHA;PLGDN;GCXU6106923;;;;;;X
420476;CNSHA;PLGDN;CMAU6560394;;;;;;X
420574;CNSHA;NLRTM;UETU7128839;;;;;;X
420576;CNSHA;NLRTM;CSNU7658143;;;;;;X
420672;CNSHA;PLGDN;TGHU6398666;;;;;;X
420674;CNSHA;PLGDN;FFAU1604590;;;;;;X
420676;CNSHA;PLGDN;CMAU7220357;;;;;;X
420772;CNSHA;NLRTM;TGBU4709319;;;;;;X
420774;CNSHA;NLRTM;TGBU9195104;;;;;;X
420776;CNSHA;NLRTM;FFAU2162636;;;;;;X
420872;CNSHA;PLGDN;TCNU3416050;;;;;;X
420874;CNSHA;PLGDN;CMAU4222171;;;;;;X
420876;CNSHA;PLGDN;BEAU6135850;;;;;;X
461072;CNNGB;DEHAM;TGHU9019370;;;;;;X
461074;CNNGB;DEHAM;CMAU6170863;;;;;;X
461076;CNNGB;DEHAM;TGBU6838573;;;;;;X
461272;CNNGB;DEHAM;CMAU8768920;;;;;;X
461274;CNNGB;DEHAM;TCNU5574368;;;;;;X
461276;CNNGB;DEHAM;SEKU4530511;;;;;;X
461472;CNNGB;DEHAM;TCKU6291202;;;;;;X
461474;CNNGB;DEHAM;CMAU7016805;;;;;;X
461476;CNNGB;DEHAM;BMOU5293710;;;;;;X
461576;CNNGB;DEHAM;BEAU4077353;;;;;;X
461672;CNNGB;DEHAM;EGSU9712532;;;;;;X
461674;CNNGB;DEHAM;FSCU8469143;;;;;;X
461676;CNNGB;DEHAM;CMAU8467819;;;;;;X
461774;CNNGB;DEHAM;CMAU7976067;;;;;;X
461872;CNNGB;DEHAM;SEKU5673820;;;;;;X
461874;CNNGB;DEHAM;OPDU4108113;;;;;;X
470972;CNNGB;DEHAM;FCIU4385430;;;;;;X
470974;CNNGB;DEHAM;TEMU2927733;;;;;;X
470976;CNNGB;DEHAM;FCIU5764594;;;;;;X
471172;CNNGB;DEHAM;CMAU0639064;;;;;;X
471174;CNNGB;DEHAM;CMAU2314427;;;;;;X
471176;CNNGB;DEHAM;APZU3220306;;;;;;X
471372;CNNGB;DEHAM;CSNU1293984;;;;;;X
471374;CNNGB;DEHAM;FYCU7097070;;;;;;X
471376;CNNGB;DEHAM;UNDU1080816;;;;;;X
500072;CNSHA;SGSIN;APZU4588442;;;;;;X
500074;CNSHA;SGSIN;APZU4449787;;;;;;X
500076;CNSHA;SGSIN;CMAU5988536;;;;;;X
500272;CNNGB;SGSIN;CCLU7834917;;;;;;X
500274;CNNGB;SGSIN;GESU6681360;;;;;;X
500276;CNNGB;SGSIN;CMAU3517007;;;;;;X
500280;CNNGB;MAPTM;ECMU8122580;X;SGSIN;;;;
500472;CNNGB;SGSIN;CMAU4993348;;;;;;X
500474;CNNGB;SGSIN;TCNU6817708;;;;;;X
500476;CNNGB;SGSIN;TCNU4994324;;;;;;X
500480;CNNGB;MAPTM;ECMU8109470;X;SGSIN;;;;
500572;CNNGB;MAPTM;SEKU9049664;X;SGSIN;;;;
500672;CNNGB;SGSIN;CAIU7627925;;;;;;X
500674;CNNGB;SGSIN;DFSU6371276;;;;;;X
500676;CNNGB;SGSIN;FFAU3333081;;;;;;X
500680;CNNGB;MAPTM;CXDU2206780;X;SGSIN;;;;
500772;CNSHA;FRLEH;CMAU6564635;X;SGSIN;;;;X
500774;CNSHA;FRLEH;EMCU8483453;X;SGSIN;;;;X
500776;CNSHA;FRLEH;EMCU9954429;X;SGSIN;;;;X
500778;CNSHA;FRLEH;OOCU9048393;X;SGSIN;;;;
500780;CNSHA;FRLEH;TLLU4542789;X;SGSIN;;;;
500782;CNSHA;FRLEH;TRHU6444402;X;SGSIN;;;;
500784;CNSHA;FRLEH;BMOU5010744;X;SGSIN;;;;
500872;CNNGB;SGSIN;SEGU6835095;;;;;;X
500874;CNNGB;SGSIN;CMAU3552899;;;;;;X
500876;CNNGB;SGSIN;TCLU6440047;;;;;;X
500880;CNNGB;MAPTM;ECMU8002115;X;SGSIN;;;;
501072;CNSHA;FRLEH;TCLU6572260;;;;;;X
501074;CNSHA;FRLEH;GAOU6299728;;;;;;X
501076;CNSHA;FRLEH;EITU1742230;;;;;;X
501172;CNSHA;FRLEH;OOLU9277626;;;;;;X
501272;CNSHA;FRLEH;CMAU7166050;;;;;;X
501274;CNSHA;FRLEH;CMAU8471526;;;;;;X
501276;CNSHA;FRLEH;EITU1150056;;;;;;X
501472;CNSHA;FRLEH;OOCU7965979;;;;;;X
501474;CNSHA;FRLEH;EGHU9629126;;;;;;X
501476;CNSHA;FRLEH;TGBU5125808;;;;;;X
501672;CNSHA;FRLEH;EITU1908212;;;;;;X
501674;CNSHA;FRLEH;TGBU4682590;;;;;;X
501676;CNSHA;FRLEH;TGBU7969731;;;;;;X
501872;CNSHA;FRLEH;TCNU2145539;;;;;;X
501874;CNSHA;FRLEH;EITU9019799;;;;;;X
540272;CNSHA;NLRTM;CSLU6326039;;;;;;X
540274;CNSHA;NLRTM;TCNU6580426;;;;;;X
540276;CNSHA;NLRTM;TXGU8120084;;;;;;X
540472;CNSHA;NLRTM;TCNU2045000;;;;;;X
540474;CNSHA;NLRTM;TRHU7040513;;;;;;X
540476;CNSHA;NLRTM;CMAU4654880;;;;;;X
540672;CNSHA;NLRTM;CSNU7846412;;;;;;X
540674;CNSHA;NLRTM;TCNU1321084;;;;;;X
540676;CNSHA;NLRTM;OOCU8029629;;;;;;X
540872;CNSHA;NLRTM;OOLU9692761;;;;;;X
540874;CNSHA;NLRTM;FFAU2789035;;;;;;X
540876;CNNGB;NLRTM;TCNU4008793;;;;;;X
540976;CNSHA;MAPTM;CMAU9647116;;;;;;X
541072;CNSHA;MAPTM;TRHU8018556;;;;;;X
541074;CNNGB;MAPTM;BEAU6137066;;;;;;X
541076;CNSHA;MAPTM;TGBU5854348;;;;;;X
541172;CNNGB;MAPTM;AMCU9386880;X;ESALG;;;;
541174;CNNGB;MAPTM;CGMU6558688;X;ESALG;;;;
541176;CNSHA;MAPTM;TCNU5242234;X;ESALG;;;;X
541178;CNSHA;MAPTM;CMAU8838123;X;ESALG;;;;
541180;CNSHA;MAPTM;TXGU7315121;X;ESALG;;;;
541182;CNSHA;MAPTM;TWDU7007701;X;ESALG;;;;
541272;CNNGB;MAPTM;CMAU7560640;;;;;;X
541274;CNSHA;MAPTM;TCLU6598496;;;;;;X
541276;CNSHA;MAPTM;TLLU4159738;;;;;;X
541376;CNNGB;MAPTM;FCIU9217888;;;;;;X
541472;CNSHA;MAPTM;ECMU4763287;;;;;;X
541474;CNNGB;MAPTM;CMAU8790170;;;;;;X
541476;CNSHA;MAPTM;CAIU9218417;;;;;;X
541576;CNSHA;MAPTM;CMAU7414959;;;;;;X
541672;CNNGB;MAPTM;GCXU6069630;;;;;;X
541674;CNNGB;MAPTM;CMAU8884920;;;;;;X
541676;CNSHA;MAPTM;TRHU5199229;;;;;;X
541872;CNSHA;MAPTM;TLLU5100586;;;;;;X
541874;CNSHA;MAPTM;UETU7125974;;;;;;X
580272;CNNGB;SGSIN;TCLU1504581;;;;;;X
580274;CNNGB;SGSIN;FCIU9529551;;;;;;X
580276;CNNGB;SGSIN;OOCU6959539;;;;;;X
580472;CNNGB;SGSIN;CMAU6479488;;;;;;X
580474;CNNGB;SGSIN;CMAU5981228;;;;;;X
580476;CNNGB;SGSIN;BEAU5633781;;;;;;X
580480;CNNGB;MAPTM;ECMU8025173;X;SGSIN;;;;
580672;CNNGB;SGSIN;SEGU5108912;;;;;;X
580674;CNNGB;SGSIN;FSCU8720726;;;;;;X
580676;CNNGB;SGSIN;CMAU6974687;;;;;;X
580680;CNNGB;MAPTM;ECMU8162941;X;SGSIN;;;;
580872;CNNGB;SGSIN;CSNU7512631;;;;;;X
580874;CNNGB;SGSIN;CCLU7705843;;;;;;X
580876;CNNGB;SGSIN;OOLU8551901;;;;;;X
580972;CNSHA;DEHAM;CBHU7019735;;;;;;X
580974;CNSHA;DEHAM;TGBU4460273;;;;;;X
580976;CNSHA;DEHAM;TRHU5728889;;;;;;X
581072;CNSHA;DEHAM;CSNU8135168;;;;;;X
581074;CNSHA;DEHAM;APHU7386139;;;;;;X
581076;CNSHA;DEHAM;CMAU9469185;;;;;;X
581172;CNSHA;DEHAM;OOLU8758720;;;;;;X
581372;CNSHA;DEHAM;CSNU7130752;;;;;;X
581572;CNSHA;DEHAM;TEMU6023647;;;;;;X
581772;CNSHA;DEHAM;TCNU6549349;;;;;;X
581774;CNSHA;DEHAM;EITU1228658;;;;;;X
620072;CNSHA;DEHAM;TGBU5811080;;;;;;X
620074;CNSHA;DEHAM;SEGU4977280;;;;;;X
620076;CNSHA;DEHAM;TXGU7135855;;;;;;X
620172;CNSHA;DEHAM;APHU7300496;;;;;;X
620174;CNSHA;DEHAM;SEGU6368719;;;;;;X
620176;CNSHA;DEHAM;CMAU8743711;;;;;;X
620272;CNSHA;DEHAM;CMAU9559674;;;;;;X
620274;CNSHA;DEHAM;CMAU7538667;;;;;;X
620276;CNSHA;DEHAM;CMAU3334979;;;;;;X
620372;CNSHA;DEHAM;CMAU9349195;;;;;;X
620374;CNSHA;DEHAM;CMAU7111356;;;;;;X
620376;CNSHA;DEHAM;TGBU5990576;;;;;;X
620472;CNSHA;PLGDN;GESU6262975;;;;;;X
620474;CNSHA;PLGDN;APHU7234537;;;;;;X
620476;CNSHA;DEHAM;CMAU7518043;;;;;;X
620572;CNSHA;DEHAM;TLLU4888853;;;;;;X
620574;CNSHA;DEHAM;TCNU2393880;;;;;;X
620576;CNSHA;DEHAM;BSIU9280419;;;;;;X
620672;CNSHA;PLGDN;SEGU4322473;;;;;;X
620674;CNSHA;PLGDN;TEMU6558799;;;;;;X
620676;CNSHA;DEHAM;CAIU7190521;;;;;;X
620680;CNSHA;FRLEH;CMAU8574680;X;DEHAM;;;;
620682;CNSHA;FRLEH;EGHU9791435;X;DEHAM;;;;
620772;CNSHA;DEHAM;TCNU1714040;;;;;;X
620774;CNSHA;DEHAM;BEAU6262427;;;;;;X
620776;CNSHA;DEHAM;CMAU3655006;;;;;;X
620872;CNSHA;PLGDN;FFAU4261710;;;;;;X
620874;CNSHA;PLGDN;CMAU4472714;;;;;;X
620876;CNSHA;DEHAM;CMAU8473133;;;;;;X
620972;CNSHA;DEHAM;APHU7278242;;;;;;X
620974;CNSHA;DEHAM;SEKU5527997;;;;;;X
620976;CNSHA;DEHAM;TCNU3457697;;;;;;X
621072;CNSHA;DEHAM;FFAU5059365;;;;;;X
621074;CNSHA;DEHAM;CMAU9207903;;;;;;X
621076;CNSHA;DEHAM;CMAU3325730;;;;;;X
621172;CNSHA;DEHAM;FFAU3996320;;;;;;X
621174;CNSHA;DEHAM;TIIU4347034;;;;;;X
621176;CNSHA;DEHAM;CMAU3815763;;;;;;X
