PosStart;PosEnd;PosLCG;Weight
200.00;240.00;226.800;7.0
200.00;240.00;226.800;143.2
200.00;240.00;229.200;9.8
10.00;110.00;61.910;916.6
100.00;300.00;176.380;152.4
100.00;300.00;189.200;480.5
